participant_id,transcript,question,domain,order,section,section_is_4,p
p-0941,5,Graviational Lens Modelling,astrophysics,1,4,1,0.3
p-0942,3,Early Universe Galaxies,astrophysics,0,1,0,0.88
p-0942,3,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-0943,8,Internal Temperature of Stars,brainteasers,1,1,0,0.4
p-0943,8,Internal Temperature of Stars,brainteasers,1,4,1,0.7
p-0944,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0944,4,Early Universe Galaxies,astrophysics,0,4,1,0.32
p-0945,8,Internal Temperature of Stars,brainteasers,0,1,0,0.66
p-0945,8,Internal Temperature of Stars,brainteasers,0,4,1,0.73
p-0946,12,Little Red Dots,astrophysics,0,1,0,0.55
p-0946,12,Little Red Dots,astrophysics,0,4,1,0.5
p-0947,19,Prefix-sum,coding,1,1,0,0.65
p-0947,19,Prefix-sum,coding,1,4,1,0.3
p-0948,11,Little Red Dots,astrophysics,0,1,0,0.5
p-0948,11,Little Red Dots,astrophysics,0,4,1,0.78
p-0949,13,Rust,coding,0,1,0,0.7
p-0949,13,Rust,coding,0,4,1,0.7
p-0950,17,ORM library,coding,1,1,0,0.35
p-0950,17,ORM library,coding,1,4,1,0.5
p-0951,10,Large Linear Structure,astrophysics,1,1,0,0.25
p-0951,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0952,21,Probability puzzle,brainteasers,0,1,0,0.22
p-0952,21,Probability puzzle,brainteasers,0,4,1,0.48
p-0953,13,Rust,coding,1,1,0,0.65
p-0953,13,Rust,coding,1,4,1,0.5
p-0954,1,Bergs,brainteasers,0,1,0,0.3
p-0954,1,Bergs,brainteasers,0,4,1,0.3
p-0955,15,Database deletion,coding,0,1,0,0.5
p-0955,15,Database deletion,coding,0,4,1,0.75
p-0956,5,Graviational Lens Modelling,astrophysics,0,1,0,0.24
p-0956,5,Graviational Lens Modelling,astrophysics,0,4,1,0.81
p-0957,24,Switch,brainteasers,0,1,0,0.45
p-0957,24,Switch,brainteasers,0,4,1,0.55
p-0958,18,ORM library,coding,0,1,0,0.3
p-0958,18,ORM library,coding,0,4,1,0.1
p-0959,20,Prefix-sum,coding,0,1,0,0.3
p-0959,20,Prefix-sum,coding,0,4,1,0.47
p-0960,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0960,4,Early Universe Galaxies,astrophysics,1,4,1,0.68
p-0961,5,Graviational Lens Modelling,astrophysics,1,1,0,0.6
p-0961,5,Graviational Lens Modelling,astrophysics,1,4,1,0.6
p-0962,7,Internal Temperature of Stars,brainteasers,0,1,0,0.45
p-0962,7,Internal Temperature of Stars,brainteasers,0,4,1,0.65
p-0963,18,ORM library,coding,0,1,0,0.55
p-0963,18,ORM library,coding,0,4,1,0.44
p-0964,3,Early Universe Galaxies,astrophysics,0,1,0,0.55
p-0964,3,Early Universe Galaxies,astrophysics,0,4,1,0.71
p-0965,19,Prefix-sum,coding,1,1,0,0.75
p-0965,19,Prefix-sum,coding,1,4,1,0.85
p-0966,1,Bergs,brainteasers,1,1,0,0.3
p-0966,1,Bergs,brainteasers,1,4,1,0.56
p-0967,3,Early Universe Galaxies,astrophysics,1,1,0,0.75
p-0967,3,Early Universe Galaxies,astrophysics,1,4,1,0.88
p-0968,20,Prefix-sum,coding,0,1,0,0.25
p-0968,20,Prefix-sum,coding,0,4,1,0.5
p-0969,7,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0969,7,Internal Temperature of Stars,brainteasers,1,4,1,0.75
p-0970,8,Internal Temperature of Stars,brainteasers,1,1,0,0.77
p-0970,8,Internal Temperature of Stars,brainteasers,1,4,1,0.97
p-0971,15,Database deletion,coding,0,1,0,0.68
p-0971,15,Database deletion,coding,0,4,1,0.5
p-0972,5,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-0972,5,Graviational Lens Modelling,astrophysics,1,4,1,0.55
p-0973,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0973,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0974,1,Bergs,brainteasers,0,1,0,0.35
p-0974,1,Bergs,brainteasers,0,4,1,0.25
p-0975,14,Rust,coding,1,1,0,0.5
p-0975,14,Rust,coding,1,4,1,0.45
p-0976,4,Early Universe Galaxies,astrophysics,1,1,0,0.39
p-0976,4,Early Universe Galaxies,astrophysics,1,4,1,0.49
p-0977,22,Probability puzzle,brainteasers,0,1,0,0.75
p-0977,22,Probability puzzle,brainteasers,0,4,1,0.5
p-0978,19,Prefix-sum,coding,0,1,0,0.6
p-0978,19,Prefix-sum,coding,0,4,1,0.7
p-0979,12,Little Red Dots,astrophysics,0,1,0,0.5
p-0979,12,Little Red Dots,astrophysics,0,4,1,0.5
p-0980,20,Prefix-sum,coding,0,1,0,0.3
p-0980,20,Prefix-sum,coding,0,4,1,0.32
p-0981,24,Switch,brainteasers,1,1,0,0.55
p-0981,24,Switch,brainteasers,1,4,1,0.55
p-0982,23,Switch,brainteasers,1,1,0,0.55
p-0982,23,Switch,brainteasers,1,4,1,0.35
p-0983,1,Bergs,brainteasers,0,1,0,0.43
p-0983,1,Bergs,brainteasers,0,4,1,0.48
p-0984,5,Graviational Lens Modelling,astrophysics,1,1,0,0.34
p-0984,5,Graviational Lens Modelling,astrophysics,1,4,1,0.35
p-0985,20,Prefix-sum,coding,1,1,0,0.5
p-0985,20,Prefix-sum,coding,1,4,1,0.5
p-0986,21,Probability puzzle,brainteasers,0,1,0,0.09
p-0986,21,Probability puzzle,brainteasers,0,4,1,0.01
p-0987,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0987,22,Probability puzzle,brainteasers,0,4,1,0.66
p-0988,4,Early Universe Galaxies,astrophysics,0,1,0,0.75
p-0988,4,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-0989,20,Prefix-sum,coding,0,1,0,0.5
p-0989,20,Prefix-sum,coding,0,4,1,0.3
p-0990,15,Database deletion,coding,1,1,0,0.36
p-0990,15,Database deletion,coding,1,4,1,0.05
p-0991,1,Bergs,brainteasers,1,1,0,0.5
p-0991,1,Bergs,brainteasers,1,4,1,0.97
p-0992,17,ORM library,coding,1,1,0,0.3
p-0992,17,ORM library,coding,1,4,1,0.1
p-0993,21,Probability puzzle,brainteasers,0,1,0,0.7
p-0993,21,Probability puzzle,brainteasers,0,4,1,0.79
p-0994,17,ORM library,coding,1,1,0,0.8
p-0994,17,ORM library,coding,1,4,1,0.61
p-0995,14,Rust,coding,0,1,0,0.5
p-0995,14,Rust,coding,0,4,1,0.8
p-0996,18,ORM library,coding,0,1,0,0.25
p-0996,18,ORM library,coding,0,4,1,0.7
p-0997,2,Bergs,brainteasers,0,1,0,0.5
p-0997,2,Bergs,brainteasers,0,4,1,0.99
p-0998,20,Prefix-sum,coding,0,1,0,0.15
p-0998,20,Prefix-sum,coding,0,4,1,0.9
p-0999,2,Bergs,brainteasers,0,1,0,0.8
p-0999,2,Bergs,brainteasers,0,4,1,0.35
p-1000,12,Little Red Dots,astrophysics,0,1,0,0.5
p-1000,12,Little Red Dots,astrophysics,0,4,1,0.6
p-1001,11,Little Red Dots,astrophysics,0,1,0,0.75
p-1001,11,Little Red Dots,astrophysics,0,4,1,0.85
p-1002,4,Early Universe Galaxies,astrophysics,1,1,0,0.35
p-1002,4,Early Universe Galaxies,astrophysics,1,4,1,0.55
p-1003,11,Little Red Dots,astrophysics,0,1,0,0.5
p-1003,11,Little Red Dots,astrophysics,0,4,1,0.43
p-1004,11,Little Red Dots,astrophysics,1,1,0,0.8
p-1004,11,Little Red Dots,astrophysics,1,4,1,0.9
p-1005,1,Bergs,brainteasers,0,1,0,0.78
p-1005,1,Bergs,brainteasers,0,4,1,0.64
p-1006,4,Early Universe Galaxies,astrophysics,1,1,0,0.55
p-1006,4,Early Universe Galaxies,astrophysics,1,4,1,0.8
p-1007,21,Probability puzzle,brainteasers,1,1,0,0.2
p-1007,21,Probability puzzle,brainteasers,1,4,1,0.01
p-1008,7,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-1008,7,Internal Temperature of Stars,brainteasers,1,4,1,0.92
p-1009,6,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-1009,6,Graviational Lens Modelling,astrophysics,1,4,1,0.25
p-1010,23,Switch,brainteasers,1,1,0,0.06
p-1010,23,Switch,brainteasers,1,4,1,0.16
p-1011,23,Switch,brainteasers,0,1,0,0.5
p-1011,23,Switch,brainteasers,0,4,1,0.8
p-1012,21,Probability puzzle,brainteasers,1,1,0,0.9
p-1012,21,Probability puzzle,brainteasers,1,4,1,0.99
p-1013,21,Probability puzzle,brainteasers,1,1,0,0.7
p-1013,21,Probability puzzle,brainteasers,1,4,1,0.85
p-1014,18,ORM library,coding,1,1,0,0.9
p-1014,18,ORM library,coding,1,4,1,0.7
p-1015,7,Internal Temperature of Stars,brainteasers,0,1,0,0.45
p-1015,7,Internal Temperature of Stars,brainteasers,0,4,1,0.8
p-1016,15,Database deletion,coding,1,1,0,0.6
p-1016,15,Database deletion,coding,1,4,1,0.2
p-1017,6,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-1017,6,Graviational Lens Modelling,astrophysics,1,4,1,0.5
p-1018,9,Large Linear Structure,astrophysics,1,1,0,0.4
p-1018,9,Large Linear Structure,astrophysics,1,4,1,0.53
p-1019,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-1019,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-1020,16,Database deletion,coding,0,1,0,0.67
p-1020,16,Database deletion,coding,0,4,1,0.66
p-1021,11,Little Red Dots,astrophysics,0,1,0,0.4
p-1021,11,Little Red Dots,astrophysics,0,4,1,0.2
p-1022,10,Large Linear Structure,astrophysics,0,1,0,0.9
p-1022,10,Large Linear Structure,astrophysics,0,4,1,0.9
p-1023,23,Switch,brainteasers,1,1,0,0.25
p-1023,23,Switch,brainteasers,1,4,1,0.15
p-1024,14,Rust,coding,0,1,0,0.9
p-1024,14,Rust,coding,0,4,1,0.9
p-1025,9,Large Linear Structure,astrophysics,1,1,0,0.49
p-1025,9,Large Linear Structure,astrophysics,1,4,1,0.5
p-1026,22,Probability puzzle,brainteasers,1,1,0,0.5
p-1026,22,Probability puzzle,brainteasers,1,4,1,0.01
p-1027,13,Rust,coding,1,1,0,0.18
p-1027,13,Rust,coding,1,4,1,0.25
p-1028,1,Bergs,brainteasers,1,1,0,0.35
p-1028,1,Bergs,brainteasers,1,4,1,0.55
p-1029,12,Little Red Dots,astrophysics,0,1,0,0.35
p-1029,12,Little Red Dots,astrophysics,0,4,1,0.55
p-1030,16,Database deletion,coding,1,1,0,0.32
p-1030,16,Database deletion,coding,1,4,1,0.24
p-1031,3,Early Universe Galaxies,astrophysics,0,1,0,0.99
p-1031,3,Early Universe Galaxies,astrophysics,0,4,1,0.9
p-1032,20,Prefix-sum,coding,1,1,0,0.85
p-1032,20,Prefix-sum,coding,1,4,1,0.85
p-1033,3,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-1033,3,Early Universe Galaxies,astrophysics,1,4,1,0.79
p-1034,11,Little Red Dots,astrophysics,0,1,0,0.8
p-1034,11,Little Red Dots,astrophysics,0,4,1,0.7
p-1035,3,Early Universe Galaxies,astrophysics,0,1,0,0.45
p-1035,3,Early Universe Galaxies,astrophysics,0,4,1,0.45
p-1036,23,Switch,brainteasers,0,1,0,0.4
p-1036,23,Switch,brainteasers,0,4,1,0.35
p-1037,1,Bergs,brainteasers,1,1,0,0.68
p-1037,1,Bergs,brainteasers,1,4,1,0.64
p-1038,20,Prefix-sum,coding,0,1,0,0.2
p-1038,20,Prefix-sum,coding,0,4,1,0.8
p-1039,2,Bergs,brainteasers,0,1,0,0.1
p-1039,2,Bergs,brainteasers,0,4,1,0.12
p-1040,15,Database deletion,coding,1,1,0,0.55
p-1040,15,Database deletion,coding,1,4,1,0.34
p-1041,10,Large Linear Structure,astrophysics,0,1,0,0.5
p-1041,10,Large Linear Structure,astrophysics,0,4,1,0.29
p-1042,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-1042,4,Early Universe Galaxies,astrophysics,0,4,1,0.35
p-1043,22,Probability puzzle,brainteasers,0,1,0,0.65
p-1043,22,Probability puzzle,brainteasers,0,4,1,0.35
p-1044,20,Prefix-sum,coding,1,1,0,0.25
p-1044,20,Prefix-sum,coding,1,4,1,0.1
p-1045,17,ORM library,coding,1,1,0,0.6
p-1045,17,ORM library,coding,1,4,1,0.6
p-1046,13,Rust,coding,1,1,0,0.2
p-1046,13,Rust,coding,1,4,1,0.05
p-1047,9,Large Linear Structure,astrophysics,0,1,0,0.35
p-1047,9,Large Linear Structure,astrophysics,0,4,1,0.21
p-1048,17,ORM library,coding,0,1,0,0.25
p-1048,17,ORM library,coding,0,4,1,0.5
p-1049,16,Database deletion,coding,0,1,0,0.5
p-1049,16,Database deletion,coding,0,4,1,0.17
p-1050,16,Database deletion,coding,1,1,0,0.5
p-1050,16,Database deletion,coding,1,4,1,0.34
p-1051,21,Probability puzzle,brainteasers,1,1,0,0.25
p-1051,21,Probability puzzle,brainteasers,1,4,1,0.01
p-1052,24,Switch,brainteasers,0,1,0,0.99
p-1052,24,Switch,brainteasers,0,4,1,0.99
p-1053,6,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-1053,6,Graviational Lens Modelling,astrophysics,1,4,1,0.4
p-1054,15,Database deletion,coding,0,1,0,0.44
p-1054,15,Database deletion,coding,0,4,1,0.8
p-1055,5,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-1055,5,Graviational Lens Modelling,astrophysics,1,4,1,0.5
p-1056,9,Large Linear Structure,astrophysics,1,1,0,0.5
p-1056,9,Large Linear Structure,astrophysics,1,4,1,0.7
p-1057,2,Bergs,brainteasers,0,1,0,0.66
p-1057,2,Bergs,brainteasers,0,4,1,0.89
p-1058,3,Early Universe Galaxies,astrophysics,1,1,0,0.7
p-1058,3,Early Universe Galaxies,astrophysics,1,4,1,0.8
p-1059,10,Large Linear Structure,astrophysics,0,1,0,0.36
p-1059,10,Large Linear Structure,astrophysics,0,4,1,0.75
p-1060,6,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-1060,6,Graviational Lens Modelling,astrophysics,1,4,1,0.6
p-1061,1,Bergs,brainteasers,0,1,0,0.77
p-1061,1,Bergs,brainteasers,0,4,1,0.85
p-1062,13,Rust,coding,1,1,0,0.5
p-1062,13,Rust,coding,1,4,1,0.7
p-1063,14,Rust,coding,1,1,0,0.55
p-1063,14,Rust,coding,1,4,1,0.55
p-1064,20,Prefix-sum,coding,0,1,0,0.79
p-1064,20,Prefix-sum,coding,0,4,1,0.75
p-1065,23,Switch,brainteasers,0,1,0,0.55
p-1065,23,Switch,brainteasers,0,4,1,0.7
p-1066,22,Probability puzzle,brainteasers,0,1,0,0.34
p-1066,22,Probability puzzle,brainteasers,0,4,1,0.26
p-1067,20,Prefix-sum,coding,1,1,0,0.39
p-1067,20,Prefix-sum,coding,1,4,1,0.75
p-1068,22,Probability puzzle,brainteasers,0,1,0,0.85
p-1068,22,Probability puzzle,brainteasers,0,4,1,0.3
p-1069,24,Switch,brainteasers,0,1,0,0.5
p-1069,24,Switch,brainteasers,0,4,1,0.34
p-1070,12,Little Red Dots,astrophysics,1,1,0,0.3
p-1070,12,Little Red Dots,astrophysics,1,4,1,0.15
p-1071,13,Rust,coding,0,1,0,0.5
p-1071,13,Rust,coding,0,4,1,0.45
p-1072,22,Probability puzzle,brainteasers,1,1,0,0.6
p-1072,22,Probability puzzle,brainteasers,1,4,1,0.7
p-1073,12,Little Red Dots,astrophysics,1,1,0,0.5
p-1073,12,Little Red Dots,astrophysics,1,4,1,0.35
p-1074,21,Probability puzzle,brainteasers,1,1,0,0.6
p-1074,21,Probability puzzle,brainteasers,1,4,1,0.7
p-1075,9,Large Linear Structure,astrophysics,1,1,0,0.14
p-1075,9,Large Linear Structure,astrophysics,1,4,1,0.07
p-1076,18,ORM library,coding,1,1,0,0.5
p-1076,18,ORM library,coding,1,4,1,0.5
p-1077,7,Internal Temperature of Stars,brainteasers,0,1,0,0.3
p-1077,7,Internal Temperature of Stars,brainteasers,0,4,1,0.86
p-1078,10,Large Linear Structure,astrophysics,1,1,0,0.3
p-1078,10,Large Linear Structure,astrophysics,1,4,1,0.1
p-1079,9,Large Linear Structure,astrophysics,1,1,0,0.5
p-1079,9,Large Linear Structure,astrophysics,1,4,1,0.4
p-1080,11,Little Red Dots,astrophysics,0,1,0,0.55
p-1080,11,Little Red Dots,astrophysics,0,4,1,0.7
p-1081,24,Switch,brainteasers,1,1,0,0.9
p-1081,24,Switch,brainteasers,1,4,1,0.9
p-1082,16,Database deletion,coding,0,1,0,0.4
p-1082,16,Database deletion,coding,0,4,1,0.25
p-1083,13,Rust,coding,1,1,0,0.49
p-1083,13,Rust,coding,1,4,1,0.49
p-1084,8,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-1084,8,Internal Temperature of Stars,brainteasers,1,4,1,0.8
p-1085,8,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-1085,8,Internal Temperature of Stars,brainteasers,0,4,1,0.3
p-1086,19,Prefix-sum,coding,1,1,0,0.5
p-1086,19,Prefix-sum,coding,1,4,1,0.4
p-1087,23,Switch,brainteasers,1,1,0,0.4
p-1087,23,Switch,brainteasers,1,4,1,0.01
p-1088,18,ORM library,coding,0,1,0,0.55
p-1088,18,ORM library,coding,0,4,1,0.42
p-1089,14,Rust,coding,1,1,0,0.55
p-1089,14,Rust,coding,1,4,1,0.57
p-1090,13,Rust,coding,0,1,0,0.5
p-1090,13,Rust,coding,0,4,1,0.5
p-1091,9,Large Linear Structure,astrophysics,0,1,0,0.2
p-1091,9,Large Linear Structure,astrophysics,0,4,1,0.4
p-1092,9,Large Linear Structure,astrophysics,1,1,0,0.7
p-1092,9,Large Linear Structure,astrophysics,1,4,1,0.65
p-1093,7,Internal Temperature of Stars,brainteasers,0,1,0,0.51
p-1093,7,Internal Temperature of Stars,brainteasers,0,4,1,0.89
p-1094,7,Internal Temperature of Stars,brainteasers,1,1,0,0.72
p-1094,7,Internal Temperature of Stars,brainteasers,1,4,1,0.73
p-1095,3,Early Universe Galaxies,astrophysics,0,1,0,0.65
p-1095,3,Early Universe Galaxies,astrophysics,0,4,1,0.6
p-1096,10,Large Linear Structure,astrophysics,0,1,0,0.2
p-1096,10,Large Linear Structure,astrophysics,0,4,1,0.85
p-1097,8,Internal Temperature of Stars,brainteasers,0,1,0,0.4
p-1097,8,Internal Temperature of Stars,brainteasers,0,4,1,0.29
p-1098,2,Bergs,brainteasers,0,1,0,0.84
p-1098,2,Bergs,brainteasers,0,4,1,0.78
p-1099,18,ORM library,coding,1,1,0,0.5
p-1099,18,ORM library,coding,1,4,1,0.95
p-1100,18,ORM library,coding,0,1,0,0.66
p-1100,18,ORM library,coding,0,4,1,0.37
p-1101,23,Switch,brainteasers,1,1,0,0.5
p-1101,23,Switch,brainteasers,1,4,1,0.35
p-1102,14,Rust,coding,1,1,0,0.5
p-1102,14,Rust,coding,1,4,1,0.7
p-1103,1,Bergs,brainteasers,1,1,0,0.43
p-1103,1,Bergs,brainteasers,1,4,1,0.39
p-1104,11,Little Red Dots,astrophysics,1,1,0,0.42
p-1104,11,Little Red Dots,astrophysics,1,4,1,0.2
p-1105,12,Little Red Dots,astrophysics,1,1,0,0.05
p-1105,12,Little Red Dots,astrophysics,1,4,1,0.21
p-1106,8,Internal Temperature of Stars,brainteasers,1,1,0,0.01
p-1106,8,Internal Temperature of Stars,brainteasers,1,4,1,0.9
p-1107,9,Large Linear Structure,astrophysics,1,1,0,0.5
p-1107,9,Large Linear Structure,astrophysics,1,4,1,0.3
p-1108,1,Bergs,brainteasers,1,1,0,0.79
p-1108,1,Bergs,brainteasers,1,4,1,0.99
p-1109,12,Little Red Dots,astrophysics,0,1,0,0.3
p-1109,12,Little Red Dots,astrophysics,0,4,1,0.8
p-1110,24,Switch,brainteasers,0,1,0,0.73
p-1110,24,Switch,brainteasers,0,4,1,0.6
p-1111,16,Database deletion,coding,0,1,0,0.65
p-1111,16,Database deletion,coding,0,4,1,0.5
p-1112,16,Database deletion,coding,0,1,0,0.62
p-1112,16,Database deletion,coding,0,4,1,0.67
p-1113,9,Large Linear Structure,astrophysics,0,1,0,0.6
p-1113,9,Large Linear Structure,astrophysics,0,4,1,0.5
p-1114,5,Graviational Lens Modelling,astrophysics,0,1,0,0.6
p-1114,5,Graviational Lens Modelling,astrophysics,0,4,1,0.87
p-1115,22,Probability puzzle,brainteasers,0,1,0,0.65
p-1115,22,Probability puzzle,brainteasers,0,4,1,0.81
p-1116,13,Rust,coding,1,1,0,0.5
p-1116,13,Rust,coding,1,4,1,0.5
p-1117,12,Little Red Dots,astrophysics,0,1,0,0.5
p-1117,12,Little Red Dots,astrophysics,0,4,1,0.65
p-1118,4,Early Universe Galaxies,astrophysics,0,1,0,0.6
p-1118,4,Early Universe Galaxies,astrophysics,0,4,1,0.65
p-1119,12,Little Red Dots,astrophysics,0,1,0,0.7
p-1119,12,Little Red Dots,astrophysics,0,4,1,0.9
p-1120,2,Bergs,brainteasers,0,1,0,0.9
p-1120,2,Bergs,brainteasers,0,4,1,0.89
p-1121,23,Switch,brainteasers,1,1,0,0.68
p-1121,23,Switch,brainteasers,1,4,1,0.6
p-1122,11,Little Red Dots,astrophysics,1,1,0,0.06
p-1122,11,Little Red Dots,astrophysics,1,4,1,0.5
p-1123,10,Large Linear Structure,astrophysics,0,1,0,0.85
p-1123,10,Large Linear Structure,astrophysics,0,4,1,0.99
p-1124,3,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-1124,3,Early Universe Galaxies,astrophysics,0,4,1,0.31
p-1125,14,Rust,coding,0,1,0,0.8
p-1125,14,Rust,coding,0,4,1,0.4
p-1126,1,Bergs,brainteasers,0,1,0,0.4
p-1126,1,Bergs,brainteasers,0,4,1,0.5
p-1127,3,Early Universe Galaxies,astrophysics,1,1,0,0.61
p-1127,3,Early Universe Galaxies,astrophysics,1,4,1,0.92
p-1128,17,ORM library,coding,0,1,0,0.25
p-1128,17,ORM library,coding,0,4,1,0.35
p-1129,2,Bergs,brainteasers,1,1,0,0.1
p-1129,2,Bergs,brainteasers,1,4,1,0.01
p-1130,11,Little Red Dots,astrophysics,1,1,0,0.55
p-1130,11,Little Red Dots,astrophysics,1,4,1,0.7
p-1131,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-1131,4,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-1132,8,Internal Temperature of Stars,brainteasers,0,1,0,0.99
p-1132,8,Internal Temperature of Stars,brainteasers,0,4,1,0.99
p-1133,22,Probability puzzle,brainteasers,1,1,0,0.5
p-1133,22,Probability puzzle,brainteasers,1,4,1,0.99
p-1134,11,Little Red Dots,astrophysics,1,1,0,0.5
p-1134,11,Little Red Dots,astrophysics,1,4,1,0.65
p-1135,13,Rust,coding,0,1,0,0.75
p-1135,13,Rust,coding,0,4,1,0.7
p-1136,10,Large Linear Structure,astrophysics,1,1,0,0.35
p-1136,10,Large Linear Structure,astrophysics,1,4,1,0.72
p-1137,3,Early Universe Galaxies,astrophysics,0,1,0,0.6
p-1137,3,Early Universe Galaxies,astrophysics,0,4,1,0.75
p-1138,5,Graviational Lens Modelling,astrophysics,1,1,0,0.6
p-1138,5,Graviational Lens Modelling,astrophysics,1,4,1,0.5
p-1139,15,Database deletion,coding,0,1,0,0.55
p-1139,15,Database deletion,coding,0,4,1,0.5
p-1140,7,Internal Temperature of Stars,brainteasers,0,1,0,0.9
p-1140,7,Internal Temperature of Stars,brainteasers,0,4,1,0.99
p-1141,11,Little Red Dots,astrophysics,1,1,0,0.5
p-1141,11,Little Red Dots,astrophysics,1,4,1,0.71
p-1142,4,Early Universe Galaxies,astrophysics,1,1,0,0.8
p-1142,4,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-1143,19,Prefix-sum,coding,0,1,0,0.5
p-1143,19,Prefix-sum,coding,0,4,1,0.24
p-1144,20,Prefix-sum,coding,1,1,0,0.15
p-1144,20,Prefix-sum,coding,1,4,1,0.5
p-1145,12,Little Red Dots,astrophysics,1,1,0,0.75
p-1145,12,Little Red Dots,astrophysics,1,4,1,0.7
p-1146,1,Bergs,brainteasers,1,1,0,0.2
p-1146,1,Bergs,brainteasers,1,4,1,0.4
p-1147,19,Prefix-sum,coding,0,1,0,0.65
p-1147,19,Prefix-sum,coding,0,4,1,0.65
p-1148,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-1148,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-1149,20,Prefix-sum,coding,1,1,0,0.3
p-1149,20,Prefix-sum,coding,1,4,1,0.5
p-1150,6,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-1150,6,Graviational Lens Modelling,astrophysics,0,4,1,0.01
p-1151,7,Internal Temperature of Stars,brainteasers,0,1,0,0.55
p-1151,7,Internal Temperature of Stars,brainteasers,0,4,1,0.99
p-1152,16,Database deletion,coding,1,1,0,0.71
p-1152,16,Database deletion,coding,1,4,1,0.8
p-1153,24,Switch,brainteasers,0,1,0,0.7
p-1153,24,Switch,brainteasers,0,4,1,0.64
p-1154,2,Bergs,brainteasers,0,1,0,0.7
p-1154,2,Bergs,brainteasers,0,4,1,0.63
p-1155,19,Prefix-sum,coding,1,1,0,0.5
p-1155,19,Prefix-sum,coding,1,4,1,0.7
p-1156,14,Rust,coding,1,1,0,0.5
p-1156,14,Rust,coding,1,4,1,0.5
p-1157,4,Early Universe Galaxies,astrophysics,0,1,0,0.35
p-1157,4,Early Universe Galaxies,astrophysics,0,4,1,0.42
p-1158,2,Bergs,brainteasers,1,1,0,0.68
p-1158,2,Bergs,brainteasers,1,4,1,0.09
p-1159,16,Database deletion,coding,0,1,0,0.69
p-1159,16,Database deletion,coding,0,4,1,0.1
p-1160,7,Internal Temperature of Stars,brainteasers,0,1,0,0.3
p-1160,7,Internal Temperature of Stars,brainteasers,0,4,1,0.41
p-1161,8,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-1161,8,Internal Temperature of Stars,brainteasers,0,4,1,0.5
p-1162,19,Prefix-sum,coding,1,1,0,0.85
p-1162,19,Prefix-sum,coding,1,4,1,0.7
p-1163,18,ORM library,coding,0,1,0,0.5
p-1163,18,ORM library,coding,0,4,1,0.31
p-1164,1,Bergs,brainteasers,1,1,0,0.35
p-1164,1,Bergs,brainteasers,1,4,1,0.45
p-1165,5,Graviational Lens Modelling,astrophysics,0,1,0,0.6
p-1165,5,Graviational Lens Modelling,astrophysics,0,4,1,0.58
p-1166,18,ORM library,coding,0,1,0,0.85
p-1166,18,ORM library,coding,0,4,1,0.85
p-1167,9,Large Linear Structure,astrophysics,1,1,0,0.7
p-1167,9,Large Linear Structure,astrophysics,1,4,1,0.3
p-1168,7,Internal Temperature of Stars,brainteasers,1,1,0,0.88
p-1168,7,Internal Temperature of Stars,brainteasers,1,4,1,0.66
p-1169,9,Large Linear Structure,astrophysics,1,1,0,0.99
p-1169,9,Large Linear Structure,astrophysics,1,4,1,0.99
p-1170,24,Switch,brainteasers,1,1,0,0.75
p-1170,24,Switch,brainteasers,1,4,1,0.9
p-1171,21,Probability puzzle,brainteasers,0,1,0,0.01
p-1171,21,Probability puzzle,brainteasers,0,4,1,0.1
p-1172,12,Little Red Dots,astrophysics,1,1,0,0.5
p-1172,12,Little Red Dots,astrophysics,1,4,1,0.25
p-1173,24,Switch,brainteasers,0,1,0,0.65
p-1173,24,Switch,brainteasers,0,4,1,0.52
p-1174,10,Large Linear Structure,astrophysics,1,1,0,0.25
p-1174,10,Large Linear Structure,astrophysics,1,4,1,0.6
p-1175,19,Prefix-sum,coding,1,1,0,0.01
